EmployeeID,EventDate,EventType,EventDetail
EMP12843,2023-04-29,Grievance,Grievance raised with HR
EMP12843,2023-05-20,Grievance,Grievance raised with HR
EMP12843,2023-08-26,Resignation Submitted,"37-day notice, reason: Relocation"
EMP12843,2023-10-02,Exit,Resignation - Relocation
EMP12844,2023-09-09,Joined,Joined as Planning Engineer at Mumbai HO via Naukri / Job Portal
EMP12844,2024-09-07,Promotion,Promoted / re-graded
EMP12844,2025-02-22,Training,Training completed
EMP12844,2025-09-06,Promotion,Promoted / re-graded
EMP12844,2025-12-20,Training,Training completed
EMP12844,2026-02-14,Manager Change,Reporting manager changed
EMP12844,2026-08-08,Grievance,Grievance raised with HR
EMP12845,2024-10-05,Joined,Joined as Senior Engineer at Mantralaya Redevelopment via Campus Hiring
EMP12845,2024-10-12,Training,Training completed
EMP12845,2025-06-21,Training,Training completed
EMP12845,2025-07-05,Training,Training completed
EMP12845,2025-08-23,Training,Training completed
EMP12845,2025-12-20,Training,Training completed
EMP12845,2026-03-07,Resignation Submitted,"36-day notice, reason: Personal / Family"
EMP12845,2026-04-12,Exit,Resignation - Personal / Family
EMP12846,2024-03-02,Joined,Joined as Deputy Manager at Ahmedabad Water Works via Employee Referral
EMP12846,2024-03-16,Resignation Submitted,"9-day notice, reason: Better Offer"
EMP12846,2024-03-25,Exit,Resignation - Better Offer
EMP12847,2025-05-24,Joined,Joined as Site Helper at Nagpur Expressway Pkg-4 via Employee Referral
EMP12847,2026-01-17,Training,Training completed
EMP12847,2026-01-24,Manager Change,Reporting manager changed
EMP12847,2026-02-07,Training,Training completed
EMP12847,2026-05-02,Training,Training completed
EMP12847,2026-09-05,Manager Change,Reporting manager changed
EMP12848,2026-05-16,Joined,Joined as HR Executive at Ahmedabad Water Works via Employee Referral
EMP12848,2026-06-08,Exit,Absconding - Wage Dispute
EMP12849,2024-04-06,Joined,Joined as Site Helper at JNPA WOLP via Walk-in / Site Gate
EMP12849,2024-07-20,Training,Training completed
EMP12849,2024-08-24,Resignation Submitted,"5-day notice, reason: Better Offer"
EMP12849,2024-08-29,Exit,Resignation - Better Offer
EMP12850,2023-07-22,Joined,Joined as HR Executive at Pune Metro Reach-3 via Employee Referral
EMP12850,2023-07-29,Training,Training completed
EMP12850,2023-08-29,Exit,Absconding - Wage Dispute
EMP12851,2023-08-19,Joined,Joined as Accounts Officer at Pune Metro Reach-3 via Campus Hiring
EMP12851,2024-02-10,Manager Change,Reporting manager changed
EMP12851,2024-03-30,Training,Training completed
EMP12851,2024-08-10,Training,Training completed
EMP12851,2024-08-17,Promotion,Promoted / re-graded
EMP12851,2026-08-15,Training,Training completed
EMP12851,2026-08-15,Promotion,Promoted / re-graded
EMP12852,2025-06-14,Joined,Joined as Supervisor at JNPA WOLP via Naukri / Job Portal
EMP12852,2025-07-19,Training,Training completed
EMP12852,2025-08-09,Training,Training completed
EMP12852,2025-08-09,Manager Change,Reporting manager changed
EMP12852,2026-02-28,Training,Training completed
EMP12852,2026-02-28,Grievance,Grievance raised with HR
EMP12852,2026-05-16,Grievance,Grievance raised with HR
EMP12853,2021-04-11,Joined,Joined as Design Engineer at Pune Metro Reach-3 via Recruitment Consultancy
EMP12853,2023-05-27,Training,Training completed
EMP12853,2023-07-01,Training,Training completed
EMP12853,2024-02-24,Training,Training completed
EMP12853,2024-04-20,Manager Change,Reporting manager changed
EMP12853,2024-06-15,Training,Training completed
EMP12853,2024-08-03,Training,Training completed
EMP12853,2024-09-28,Training,Training completed
EMP12853,2025-04-19,Manager Change,Reporting manager changed
EMP12853,2025-04-19,Grievance,Grievance raised with HR
EMP12853,2025-04-26,Manager Change,Reporting manager changed
EMP12853,2025-08-16,Manager Change,Reporting manager changed
EMP12853,2025-09-20,Manager Change,Reporting manager changed
EMP12853,2025-10-04,Training,Training completed
EMP12853,2025-11-15,Training,Training completed
EMP12853,2025-12-20,Training,Training completed
EMP12853,2026-01-17,Training,Training completed
EMP12853,2026-04-04,Resignation Submitted,"8-day notice, reason: Career Growth"
EMP12853,2026-04-12,Exit,Resignation - Career Growth
EMP12854,2024-08-17,Joined,Joined as Accounts Officer at JNPA WOLP via Labour Contractor
EMP12854,2024-08-24,Training,Training completed
EMP12854,2024-08-24,Resignation Submitted,"5-day notice, reason: Salary"
EMP12854,2024-08-29,Exit,Resignation - Salary
EMP12855,2023-07-01,Joined,Joined as Senior Engineer at Mantralaya Redevelopment via Internal Transfer
EMP12855,2023-08-05,Training,Training completed
EMP12855,2023-10-28,Manager Change,Reporting manager changed
EMP12855,2024-01-20,Training,Training completed
EMP12855,2024-06-29,Training,Training completed
EMP12855,2024-06-29,Promotion,Promoted / re-graded
EMP12855,2024-08-03,Training,Training completed
EMP12855,2025-03-08,Training,Training completed
EMP12855,2025-05-03,Grievance,Grievance raised with HR
EMP12855,2025-07-05,Training,Training completed
EMP12855,2025-08-23,Training,Training completed
EMP12855,2025-12-13,Manager Change,Reporting manager changed
EMP12855,2026-01-10,Training,Training completed
EMP12855,2026-07-04,Training,Training completed
EMP12856,2021-01-16,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Employee Referral
EMP12856,2023-04-15,Training,Training completed
EMP12856,2023-05-13,Grievance,Grievance raised with HR
EMP12856,2023-09-02,Training,Training completed
EMP12856,2024-04-13,Manager Change,Reporting manager changed
EMP12856,2024-05-25,Manager Change,Reporting manager changed
EMP12856,2024-09-21,Training,Training completed
EMP12856,2025-01-11,Training,Training completed
EMP12856,2025-01-11,Promotion,Promoted / re-graded
EMP12856,2025-06-14,Training,Training completed
EMP12856,2025-06-28,Training,Training completed
EMP12856,2025-07-05,Training,Training completed
EMP12856,2025-09-27,Training,Training completed
EMP12856,2026-05-16,Training,Training completed
EMP12856,2026-08-15,Training,Training completed
EMP12857,2025-05-24,Joined,Joined as Safety Officer at JNPA WOLP via Recruitment Consultancy
EMP12857,2025-12-20,Training,Training completed
EMP12857,2026-02-07,Training,Training completed
EMP12857,2026-02-14,Training,Training completed
EMP12857,2026-02-28,Training,Training completed
EMP12857,2026-05-18,Exit,Resignation - Better Offer
EMP12858,2022-11-17,Joined,Joined as Senior Engineer at Mantralaya Redevelopment via Walk-in / Site Gate
EMP12858,2023-07-08,Grievance,Grievance raised with HR
EMP12858,2023-10-21,Manager Change,Reporting manager changed
EMP12858,2024-05-18,Grievance,Grievance raised with HR
EMP12858,2024-06-29,Training,Training completed
EMP12858,2025-02-15,Training,Training completed
EMP12858,2025-03-15,Training,Training completed
EMP12858,2025-05-10,Training,Training completed
EMP12858,2025-08-30,Training,Training completed
EMP12858,2025-11-15,Promotion,Promoted / re-graded
EMP12858,2026-01-03,Grievance,Grievance raised with HR
EMP12858,2026-05-02,Training,Training completed
EMP12858,2026-07-11,Training,Training completed
EMP12859,2022-01-13,Joined,Joined as Safety Officer at Mantralaya Redevelopment via Labour Contractor
EMP12859,2023-06-17,Grievance,Grievance raised with HR
EMP12859,2023-10-21,Grievance,Grievance raised with HR
EMP12859,2023-10-28,Grievance,Grievance raised with HR
EMP12859,2023-11-04,Resignation Submitted,"47-day notice, reason: Salary"
EMP12859,2023-12-21,Exit,Resignation - Salary
EMP12860,2025-08-30,Joined,Joined as Senior Engineer at Bengaluru Tech Park via Naukri / Job Portal
EMP12860,2025-10-18,Training,Training completed
EMP12860,2025-11-01,Grievance,Grievance raised with HR
EMP12860,2025-11-22,Manager Change,Reporting manager changed
EMP12860,2025-12-20,Grievance,Grievance raised with HR
EMP12860,2026-01-17,Training,Training completed
EMP12860,2026-02-21,Grievance,Grievance raised with HR
EMP12860,2026-06-27,Grievance,Grievance raised with HR
EMP12861,2021-03-17,Joined,Joined as Procurement Executive at Pune Metro Reach-3 via Naukri / Job Portal
EMP12861,2023-07-08,Training,Training completed
EMP12861,2024-03-16,Training,Training completed
EMP12861,2024-04-27,Grievance,Grievance raised with HR
EMP12861,2024-08-31,Training,Training completed
EMP12861,2024-08-31,Manager Change,Reporting manager changed
EMP12861,2024-10-19,Manager Change,Reporting manager changed
EMP12861,2025-03-08,Training,Training completed
EMP12861,2025-08-23,Manager Change,Reporting manager changed
EMP12861,2025-09-13,Training,Training completed
EMP12861,2026-02-28,Training,Training completed
EMP12861,2026-07-04,Training,Training completed
EMP12861,2026-08-22,Training,Training completed
EMP12862,2024-07-27,Joined,Joined as Supervisor at Ahmedabad Water Works via Naukri / Job Portal
EMP12862,2024-09-14,Manager Change,Reporting manager changed
EMP12862,2024-09-21,Training,Training completed
EMP12862,2024-11-09,Grievance,Grievance raised with HR
EMP12862,2025-01-04,Grievance,Grievance raised with HR
EMP12862,2025-03-29,Grievance,Grievance raised with HR
EMP12862,2025-07-12,Training,Training completed
EMP12862,2025-12-06,Grievance,Grievance raised with HR
EMP12862,2026-01-17,Training,Training completed
EMP12862,2026-03-21,Training,Training completed
EMP12862,2026-04-04,Grievance,Grievance raised with HR
EMP12862,2026-04-25,Training,Training completed
EMP12862,2026-05-23,Grievance,Grievance raised with HR
EMP12863,2022-08-29,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Recruitment Consultancy
EMP12863,2023-10-07,Resignation Submitted,"4-day notice, reason: Work Conditions"
EMP12863,2023-10-11,Exit,Resignation - Work Conditions
EMP12864,2024-07-06,Joined,Joined as Project Manager at Mantralaya Redevelopment via Employee Referral
EMP12864,2025-02-01,Manager Change,Reporting manager changed
EMP12864,2025-02-22,Training,Training completed
EMP12864,2025-05-10,Training,Training completed
EMP12864,2025-05-17,Training,Training completed
EMP12864,2025-07-05,Promotion,Promoted / re-graded
EMP12864,2026-01-03,Training,Training completed
EMP12864,2026-05-09,Resignation Submitted,"56-day notice, reason: Salary"
EMP12864,2026-07-04,Exit,Resignation - Salary
EMP12865,2025-02-22,Joined,Joined as Planning Engineer at Ahmedabad Water Works via Naukri / Job Portal
EMP12865,2025-05-10,Grievance,Grievance raised with HR
EMP12865,2025-07-26,Resignation Submitted,"42-day notice, reason: Relocation"
EMP12865,2025-09-06,Exit,Resignation - Relocation
EMP12866,2025-01-25,Joined,Joined as Accounts Officer at Ahmedabad Water Works via Recruitment Consultancy
EMP12866,2025-11-18,Exit,Termination - Performance
EMP12867,2021-02-03,Joined,Joined as Supervisor at Mantralaya Redevelopment via Campus Hiring
EMP12867,2023-04-01,Grievance,Grievance raised with HR
EMP12867,2023-05-27,Training,Training completed
EMP12867,2023-08-26,Grievance,Grievance raised with HR
EMP12867,2023-11-25,Manager Change,Reporting manager changed
EMP12867,2024-02-10,Exit,Resignation - Relocation
EMP12868,2019-09-04,Joined,Joined as Supervisor at Ahmedabad Water Works via Naukri / Job Portal
EMP12868,2023-04-15,Grievance,Grievance raised with HR
EMP12868,2023-05-13,Resignation Submitted,"8-day notice, reason: Career Growth"
EMP12868,2023-05-21,Exit,Resignation - Career Growth
EMP12869,2022-10-08,Joined,Joined as Supervisor at JNPA WOLP via Labour Contractor
EMP12869,2023-09-16,Training,Training completed
EMP12869,2023-10-07,Grievance,Grievance raised with HR
EMP12869,2024-03-02,Training,Training completed
EMP12869,2024-03-23,Training,Training completed
EMP12869,2024-07-02,Exit,Resignation - Relocation
EMP12870,2023-05-27,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Employee Referral
EMP12870,2023-06-10,Grievance,Grievance raised with HR
EMP12870,2023-07-15,Training,Training completed
EMP12870,2023-11-18,Manager Change,Reporting manager changed
EMP12870,2023-12-23,Training,Training completed
EMP12870,2024-03-23,Training,Training completed
EMP12870,2024-06-15,Manager Change,Reporting manager changed
EMP12870,2024-07-27,Training,Training completed
EMP12870,2024-08-31,Grievance,Grievance raised with HR
EMP12870,2025-09-13,Manager Change,Reporting manager changed
EMP12870,2026-01-03,Training,Training completed
EMP12870,2026-03-07,Training,Training completed
EMP12870,2026-05-23,Promotion,Promoted / re-graded
EMP12871,2023-05-20,Joined,Joined as Site Engineer at Nagpur Expressway Pkg-4 via Campus Hiring
EMP12871,2023-06-17,Training,Training completed
EMP12871,2024-03-23,Manager Change,Reporting manager changed
EMP12871,2024-10-05,Grievance,Grievance raised with HR
EMP12871,2025-02-01,Training,Training completed
EMP12871,2025-05-17,Promotion,Promoted / re-graded
EMP12871,2025-07-26,Training,Training completed
EMP12871,2025-09-13,Training,Training completed
EMP12871,2025-11-29,Manager Change,Reporting manager changed
EMP12871,2026-05-16,Promotion,Promoted / re-graded
EMP12872,2023-10-28,Joined,Joined as Project Manager at Nagpur Expressway Pkg-4 via Internal Transfer
EMP12872,2023-12-23,Training,Training completed
EMP12872,2024-01-27,Manager Change,Reporting manager changed
EMP12872,2024-05-04,Training,Training completed
EMP12872,2025-02-15,Training,Training completed
EMP12872,2025-06-07,Training,Training completed
EMP12872,2025-10-25,Training,Training completed
EMP12872,2025-10-25,Manager Change,Reporting manager changed
EMP12872,2026-01-03,Training,Training completed
EMP12873,2024-09-28,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Recruitment Consultancy
EMP12873,2025-06-14,Manager Change,Reporting manager changed
EMP12873,2025-09-27,Training,Training completed
EMP12873,2026-01-17,Training,Training completed
EMP12873,2026-01-31,Grievance,Grievance raised with HR
EMP12873,2026-04-18,Grievance,Grievance raised with HR
EMP12873,2026-07-25,Training,Training completed
EMP12874,2025-11-15,Joined,Joined as Accounts Officer at Mumbai HO via Naukri / Job Portal
EMP12874,2026-05-09,Training,Training completed
EMP12874,2026-05-16,Manager Change,Reporting manager changed
EMP12875,2026-07-25,Joined,Joined as Procurement Executive at Delhi NCR Logistics Hub via Walk-in / Site Gate
EMP12875,2026-08-25,Exit,Absconding - Site Conditions
EMP12876,2022-12-14,Joined,Joined as Deputy Manager at Ahmedabad Water Works via Naukri / Job Portal
EMP12876,2023-04-15,Training,Training completed
EMP12876,2023-09-09,Grievance,Grievance raised with HR
EMP12876,2023-11-25,Resignation Submitted,"43-day notice, reason: Better Offer"
EMP12876,2024-01-07,Exit,Resignation - Better Offer
EMP12877,2026-07-25,Joined,Joined as Senior Engineer at Nagpur Expressway Pkg-4 via Naukri / Job Portal
EMP12877,2026-08-29,Manager Change,Reporting manager changed
EMP12877,2026-09-05,Grievance,Grievance raised with HR
EMP12878,2023-04-22,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Naukri / Job Portal
EMP12878,2023-09-16,Grievance,Grievance raised with HR
EMP12878,2023-12-23,Manager Change,Reporting manager changed
EMP12878,2024-02-24,Manager Change,Reporting manager changed
EMP12878,2024-05-11,Resignation Submitted,"34-day notice, reason: Manager Relationship"
EMP12878,2024-06-14,Exit,Resignation - Manager Relationship
EMP12879,2026-03-07,Joined,Joined as Site Engineer at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP12879,2026-03-14,Resignation Submitted,"6-day notice, reason: Career Growth"
EMP12879,2026-03-20,Exit,Resignation - Career Growth
EMP12880,2024-12-28,Joined,Joined as Procurement Executive at Bengaluru Tech Park via Employee Referral
EMP12880,2025-01-11,Resignation Submitted,"9-day notice, reason: Better Offer"
EMP12880,2025-01-20,Exit,Resignation - Better Offer
EMP12881,2025-06-28,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Internal Transfer
EMP12881,2025-08-02,Grievance,Grievance raised with HR
EMP12881,2025-08-16,Training,Training completed
EMP12881,2026-04-04,Training,Training completed
EMP12881,2026-06-27,Promotion,Promoted / re-graded
EMP12881,2026-07-25,Training,Training completed
EMP12882,2019-02-23,Joined,Joined as Senior Engineer at Bengaluru Tech Park via Recruitment Consultancy
EMP12882,2024-01-13,Manager Change,Reporting manager changed
EMP12882,2024-02-24,Training,Training completed
EMP12882,2024-03-09,Training,Training completed
EMP12882,2024-06-08,Manager Change,Reporting manager changed
EMP12882,2024-07-06,Training,Training completed
EMP12882,2025-03-01,Training,Training completed
EMP12882,2025-05-10,Training,Training completed
EMP12882,2025-08-23,Resignation Submitted,"8-day notice, reason: Salary"
EMP12882,2025-08-31,Exit,Resignation - Salary
EMP12883,2023-11-04,Joined,Joined as HR Executive at Bengaluru Tech Park via Employee Referral
EMP12883,2024-03-23,Training,Training completed
EMP12883,2024-05-11,Training,Training completed
EMP12883,2024-09-14,Grievance,Grievance raised with HR
EMP12883,2024-12-21,Training,Training completed
EMP12883,2025-02-01,Training,Training completed
EMP12883,2025-05-31,Grievance,Grievance raised with HR
EMP12883,2025-06-14,Manager Change,Reporting manager changed
EMP12883,2025-08-23,Manager Change,Reporting manager changed
EMP12883,2025-10-04,Training,Training completed
EMP12883,2025-10-11,Training,Training completed
EMP12883,2026-01-17,Training,Training completed
EMP12883,2026-03-14,Training,Training completed
EMP12884,2025-02-08,Joined,Joined as Site Helper at JNPA WOLP via Labour Contractor
EMP12884,2025-04-12,Grievance,Grievance raised with HR
EMP12884,2025-05-03,Grievance,Grievance raised with HR
EMP12884,2025-07-26,Training,Training completed
EMP12884,2025-10-11,Training,Training completed
EMP12884,2025-11-29,Grievance,Grievance raised with HR
EMP12884,2025-12-06,Grievance,Grievance raised with HR
EMP12884,2026-01-03,Grievance,Grievance raised with HR
EMP12884,2026-07-04,Grievance,Grievance raised with HR
EMP12884,2026-08-08,Training,Training completed
EMP12885,2019-06-08,Joined,Joined as Senior Engineer at JNPA WOLP via Internal Transfer
EMP12885,2024-06-08,Training,Training completed
EMP12885,2024-10-19,Training,Training completed
EMP12885,2025-05-24,Training,Training completed
EMP12885,2026-06-20,Grievance,Grievance raised with HR
EMP12886,2025-10-04,Joined,Joined as Accounts Officer at Bengaluru Tech Park via Naukri / Job Portal
EMP12886,2025-10-04,Exit,Absconding - Site Conditions
EMP12887,2023-02-13,Joined,Joined as Junior Engineer at Bengaluru Tech Park via Walk-in / Site Gate
EMP12887,2023-07-15,Training,Training completed
EMP12887,2023-10-08,Exit,Resignation - Career Growth
EMP12888,2021-12-02,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Naukri / Job Portal
EMP12888,2023-07-15,Training,Training completed
EMP12888,2023-07-29,Grievance,Grievance raised with HR
EMP12888,2023-08-12,Resignation Submitted,"4-day notice, reason: Work Conditions"
EMP12888,2023-08-16,Exit,Resignation - Work Conditions
EMP12889,2024-04-27,Joined,Joined as HR Executive at Mantralaya Redevelopment via Campus Hiring
EMP12889,2024-08-31,Grievance,Grievance raised with HR
EMP12889,2024-09-28,Grievance,Grievance raised with HR
EMP12889,2024-10-19,Grievance,Grievance raised with HR
EMP12889,2025-03-24,Exit,Resignation - Relocation
EMP12890,2024-02-24,Joined,Joined as Site Helper at Delhi NCR Logistics Hub via Labour Contractor
EMP12890,2024-03-04,Exit,End of Contract - Contract Not Renewed
EMP12891,2026-01-17,Joined,Joined as Planning Engineer at Delhi NCR Logistics Hub via Naukri / Job Portal
EMP12891,2026-06-06,Training,Training completed
EMP12891,2026-07-11,Resignation Submitted,"61-day notice, reason: Career Growth"
EMP12891,2026-09-10,Exit,Resignation - Career Growth
EMP12892,2025-06-28,Joined,Joined as Site Engineer at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP12892,2025-07-26,Training,Training completed
EMP12892,2025-08-23,Training,Training completed
EMP12892,2026-02-14,Training,Training completed
EMP12892,2026-04-25,Training,Training completed
EMP12892,2026-06-27,Manager Change,Reporting manager changed
EMP12893,2023-06-03,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Recruitment Consultancy
EMP12893,2023-07-08,Training,Training completed
EMP12893,2023-08-12,Training,Training completed
EMP12893,2023-09-23,Training,Training completed
EMP12893,2024-06-08,Grievance,Grievance raised with HR
EMP12893,2024-06-29,Grievance,Grievance raised with HR
EMP12893,2024-10-19,Training,Training completed
EMP12893,2025-02-22,Resignation Submitted,"50-day notice, reason: Better Offer"
EMP12893,2025-04-13,Exit,Resignation - Better Offer
EMP12894,2026-03-28,Joined,Joined as Procurement Executive at Delhi NCR Logistics Hub via Labour Contractor
EMP12894,2026-06-13,Grievance,Grievance raised with HR
EMP12894,2026-07-04,Training,Training completed
EMP12895,2025-10-11,Joined,Joined as Project Manager at Ahmedabad Water Works via Recruitment Consultancy
EMP12895,2025-10-18,Training,Training completed
EMP12895,2026-02-07,Training,Training completed
EMP12895,2026-03-28,Training,Training completed
EMP12895,2026-03-28,Manager Change,Reporting manager changed
EMP12895,2026-05-02,Manager Change,Reporting manager changed
EMP12895,2026-06-13,Grievance,Grievance raised with HR
EMP12895,2026-06-13,Resignation Submitted,"54-day notice, reason: Relocation"
EMP12895,2026-08-06,Exit,Resignation - Relocation
EMP12896,2025-12-13,Joined,Joined as Construction Manager at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP12896,2026-02-28,Resignation Submitted,"54-day notice, reason: Manager Relationship"
EMP12896,2026-04-23,Exit,Resignation - Manager Relationship
EMP12897,2024-04-27,Joined,Joined as Site Helper at Delhi NCR Logistics Hub via Labour Contractor
EMP12897,2024-07-20,Grievance,Grievance raised with HR
EMP12897,2024-07-23,Exit,Resignation - Career Growth
EMP12898,2021-09-13,Joined,Joined as Deputy Manager at Bengaluru Tech Park via Employee Referral
EMP12898,2024-03-16,Training,Training completed
EMP12898,2024-04-06,Manager Change,Reporting manager changed
EMP12898,2025-05-17,Training,Training completed
EMP12898,2025-10-11,Training,Training completed
EMP12898,2025-12-20,Grievance,Grievance raised with HR
EMP12898,2026-03-14,Training,Training completed
EMP12898,2026-04-11,Training,Training completed
EMP12898,2026-04-25,Training,Training completed
EMP12899,2024-11-30,Joined,Joined as Construction Manager at JNPA WOLP via Naukri / Job Portal
EMP12899,2025-03-15,Training,Training completed
EMP12899,2025-08-09,Training,Training completed
EMP12899,2025-11-01,Training,Training completed
EMP12899,2025-11-08,Training,Training completed
EMP12899,2026-02-07,Training,Training completed
EMP12899,2026-02-14,Training,Training completed
EMP12899,2026-05-30,Manager Change,Reporting manager changed
EMP12899,2026-08-01,Manager Change,Reporting manager changed
EMP12899,2026-08-08,Training,Training completed
EMP12900,2022-03-24,Joined,Joined as Site Engineer at Mantralaya Redevelopment via Labour Contractor
EMP12900,2023-10-28,Manager Change,Reporting manager changed
EMP12900,2023-11-04,Grievance,Grievance raised with HR
EMP12900,2023-11-11,Grievance,Grievance raised with HR
EMP12900,2024-03-16,Training,Training completed
EMP12900,2024-06-29,Training,Training completed
EMP12900,2024-07-20,Grievance,Grievance raised with HR
EMP12900,2024-10-12,Manager Change,Reporting manager changed
EMP12900,2025-03-01,Grievance,Grievance raised with HR
EMP12900,2025-03-29,Training,Training completed
EMP12900,2025-04-19,Training,Training completed
EMP12900,2025-06-07,Grievance,Grievance raised with HR
EMP12900,2025-10-04,Manager Change,Reporting manager changed
EMP12900,2026-02-21,Resignation Submitted,"30-day notice, reason: Personal / Family"
EMP12900,2026-03-23,Exit,Resignation - Personal / Family
EMP12901,2019-03-03,Joined,Joined as HR Executive at Ahmedabad Water Works via Employee Referral
EMP12901,2023-09-16,Training,Training completed
EMP12901,2023-12-23,Resignation Submitted,"5-day notice, reason: Relocation"
EMP12901,2023-12-28,Exit,Resignation - Relocation
EMP12902,2025-07-05,Joined,Joined as Project Manager at Pune Metro Reach-3 via Employee Referral
EMP12902,2025-08-02,Manager Change,Reporting manager changed
EMP12902,2025-08-16,Manager Change,Reporting manager changed
EMP12902,2025-11-29,Resignation Submitted,"4-day notice, reason: Personal / Family"
EMP12902,2025-12-03,Exit,Resignation - Personal / Family
EMP12903,2021-08-22,Joined,Joined as HR Executive at Mumbai HO via Walk-in / Site Gate
EMP12903,2023-06-24,Grievance,Grievance raised with HR
EMP12903,2023-08-26,Promotion,Promoted / re-graded
EMP12903,2023-11-11,Resignation Submitted,"38-day notice, reason: Work Conditions"
EMP12903,2023-12-19,Exit,Resignation - Work Conditions
EMP12904,2021-12-15,Joined,Joined as HR Executive at Mumbai HO via Recruitment Consultancy
EMP12904,2023-04-08,Grievance,Grievance raised with HR
EMP12904,2023-04-22,Exit,Resignation - Career Growth
EMP12905,2022-01-09,Joined,Joined as Senior Engineer at Bengaluru Tech Park via Employee Referral
EMP12905,2023-07-01,Grievance,Grievance raised with HR
EMP12905,2024-01-13,Promotion,Promoted / re-graded
EMP12905,2024-04-01,Exit,Resignation - Work Conditions
EMP12906,2019-09-27,Joined,Joined as Senior Engineer at Bengaluru Tech Park via Naukri / Job Portal
EMP12906,2023-04-22,Training,Training completed
EMP12906,2023-05-20,Grievance,Grievance raised with HR
EMP12906,2023-08-12,Grievance,Grievance raised with HR
EMP12906,2023-09-02,Grievance,Grievance raised with HR
EMP12906,2023-09-23,Grievance,Grievance raised with HR
EMP12906,2023-10-21,Grievance,Grievance raised with HR
EMP12906,2023-11-11,Grievance,Grievance raised with HR
EMP12906,2023-12-09,Resignation Submitted,"52-day notice, reason: Salary"
EMP12906,2024-01-30,Exit,Resignation - Salary
EMP12907,2023-08-12,Joined,Joined as Procurement Executive at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP12907,2023-08-26,Training,Training completed
EMP12907,2023-12-30,Training,Training completed
EMP12907,2024-03-30,Grievance,Grievance raised with HR
EMP12907,2024-05-18,Grievance,Grievance raised with HR
EMP12907,2024-06-15,Resignation Submitted,"6-day notice, reason: Personal / Family"
EMP12907,2024-06-21,Exit,Resignation - Personal / Family
EMP12908,2024-01-20,Joined,Joined as Deputy Manager at Mumbai HO via Naukri / Job Portal
EMP12908,2024-02-24,Training,Training completed
EMP12908,2024-04-13,Training,Training completed
EMP12908,2024-04-27,Training,Training completed
EMP12908,2024-06-01,Manager Change,Reporting manager changed
EMP12908,2024-06-15,Manager Change,Reporting manager changed
EMP12908,2025-07-12,Training,Training completed
EMP12908,2025-11-08,Training,Training completed
EMP12908,2026-08-22,Training,Training completed
EMP12909,2020-11-23,Joined,Joined as Accounts Officer at Mumbai HO via Internal Transfer
EMP12909,2023-04-15,Training,Training completed
EMP12909,2023-06-10,Training,Training completed
EMP12909,2023-08-05,Training,Training completed
EMP12909,2023-10-14,Training,Training completed
EMP12909,2023-11-11,Training,Training completed
EMP12909,2023-11-25,Promotion,Promoted / re-graded
EMP12909,2024-01-27,Grievance,Grievance raised with HR
EMP12909,2024-07-20,Training,Training completed
EMP12909,2024-08-17,Training,Training completed
EMP12909,2024-08-31,Training,Training completed
EMP12909,2024-10-12,Training,Training completed
EMP12909,2025-04-05,Training,Training completed
EMP12909,2026-03-14,Training,Training completed
EMP12909,2026-04-18,Training,Training completed
EMP12909,2026-08-22,Training,Training completed
EMP12910,2025-11-08,Joined,Joined as Deputy Manager at JNPA WOLP via Recruitment Consultancy
EMP12910,2026-02-07,Grievance,Grievance raised with HR
EMP12910,2026-05-30,Grievance,Grievance raised with HR
EMP12910,2026-07-25,Training,Training completed
EMP12910,2026-08-08,Grievance,Grievance raised with HR
EMP12911,2025-01-18,Joined,Joined as Design Engineer at JNPA WOLP via Naukri / Job Portal
EMP12911,2025-04-12,Grievance,Grievance raised with HR
EMP12911,2025-04-26,Training,Training completed
EMP12911,2025-07-05,Training,Training completed
EMP12911,2025-08-02,Training,Training completed
EMP12911,2026-07-25,Manager Change,Reporting manager changed
EMP12911,2026-08-01,Manager Change,Reporting manager changed
EMP12911,2026-09-05,Training,Training completed
EMP12912,2026-03-14,Joined,Joined as Planning Engineer at Ahmedabad Water Works via Naukri / Job Portal
EMP12912,2026-03-28,Training,Training completed
EMP12913,2024-11-16,Joined,Joined as Site Helper at Pune Metro Reach-3 via Walk-in / Site Gate
EMP12913,2025-01-25,Training,Training completed
EMP12913,2025-02-22,Grievance,Grievance raised with HR
EMP12913,2025-03-08,Grievance,Grievance raised with HR
EMP12913,2025-03-15,Grievance,Grievance raised with HR
EMP12913,2025-03-28,Exit,Termination - Disciplinary
EMP12914,2024-03-16,Joined,Joined as Safety Officer at JNPA WOLP via Naukri / Job Portal
EMP12914,2024-03-23,Training,Training completed
EMP12914,2024-03-30,Training,Training completed
