EmployeeID,DOJ,Department,Position,Grade,Site,SiteType,ManagerID,EmploymentType,RecruitmentSource,Age,PriorExperienceYears,MonthlySalary,SalaryVsRoleBenchmark,DistanceFromSiteKm,AccommodationProvided,BusinessCriticality,RealisticJobPreview,SiteRemoteness
EMP12821,2026-04-18,Civil Execution,Senior Engineer,4,Delhi NCR Logistics Hub,Industrial,MGR057,Fixed Term Contract,Recruitment Consultancy,41,5.4,59600,-0.0972,2.2,0,4,1,0.45
EMP12822,2025-01-25,Civil Execution,Senior Engineer,4,JNPA WOLP,Port Infrastructure,MGR119,Fixed Term Contract,Internal Transfer,51,5.0,67000,0.0195,2.9,1,4,1,0.55
EMP12823,2024-04-06,Stores & Logistics,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR029,Fixed Term Contract,Employee Referral,37,8.9,79900,-0.1406,2.4,1,4,0,0.55
EMP12824,2024-11-23,Design & Engineering,Senior Engineer,4,Mumbai HO,Corporate,MGR015,Permanent,Walk-in / Site Gate,26,8.4,67300,-0.0139,15.3,0,4,0,0.05
EMP12825,2022-01-05,Stores & Logistics,Supervisor,2,Nagpur Expressway Pkg-4,Highway,MGR088,Fixed Term Contract,Employee Referral,27,2.5,27800,-0.0693,4.8,1,2,0,0.85
EMP12826,2026-05-23,Business Support Services,HR Executive,3,Mumbai HO,Corporate,MGR022,Fixed Term Contract,Campus Hiring,23,3.3,37900,0.0127,18.3,0,2,1,0.05
EMP12827,2024-01-27,Quality Assurance & Control,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR022,Permanent,Employee Referral,32,8.4,91400,-0.0115,50.3,0,4,1,0.55
EMP12828,2024-06-08,Quality Assurance & Control,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR089,Apprentice / Trainee,Employee Referral,46,9.5,101100,0.0804,31.3,0,4,1,0.2
EMP12829,2023-06-17,EHS,Supervisor,2,JNPA WOLP,Port Infrastructure,MGR090,Permanent,Labour Contractor,33,2.4,29800,-0.0012,27.7,0,2,0,0.55
EMP12830,2022-11-30,Stores & Logistics,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR087,Apprentice / Trainee,Naukri / Job Portal,41,8.4,61900,-0.3306,19.0,0,4,1,0.2
EMP12831,2023-04-01,Planning & Coordination,Planning Engineer,4,Mantralaya Redevelopment,Government Building,MGR113,Permanent,Employee Referral,41,6.7,65600,0.0469,17.9,0,4,1,0.15
EMP12832,2025-08-23,Stores & Logistics,Site Helper,1,Delhi NCR Logistics Hub,Industrial,MGR052,Fixed Term Contract,Walk-in / Site Gate,23,2.6,15300,-0.1008,1.6,0,1,1,0.45
EMP12833,2020-10-26,Accounts & Finance,Accounts Officer,3,Mumbai HO,Corporate,MGR055,Fixed Term Contract,Walk-in / Site Gate,31,6.4,40900,0.0266,14.7,0,2,1,0.05
EMP12834,2025-06-28,EHS,Supervisor,2,Pune Metro Reach-3,Metro,MGR114,Permanent,Naukri / Job Portal,29,2.7,26400,-0.1182,26.7,0,2,1,0.25
EMP12835,2025-11-01,Design & Engineering,Design Engineer,4,Pune Metro Reach-3,Metro,MGR082,Apprentice / Trainee,Recruitment Consultancy,31,6.3,63400,-0.0176,33.5,0,4,1,0.25
EMP12836,2025-07-19,Civil Execution,Junior Engineer,2,Delhi NCR Logistics Hub,Industrial,MGR076,Fixed Term Contract,Naukri / Job Portal,34,4.6,32200,0.1737,2.9,1,2,1,0.45
EMP12837,2026-03-07,Civil Execution,Senior Engineer,4,Mumbai HO,Corporate,MGR029,Permanent,Naukri / Job Portal,33,6.7,80300,0.1988,1.6,0,4,0,0.05
EMP12838,2025-08-23,MEP,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR074,Fixed Term Contract,Recruitment Consultancy,25,4.3,33400,0.2216,1.4,1,2,1,0.55
EMP12839,2024-08-03,Quality Assurance & Control,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR094,Fixed Term Contract,Employee Referral,20,2.3,30700,0.1491,3.4,0,2,1,0.55
EMP12840,2021-12-10,EHS,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR020,Permanent,Recruitment Consultancy,51,6.9,70300,-0.2271,0.5,1,4,0,0.85
EMP12841,2023-04-29,Accounts & Finance,Deputy Manager,5,Mumbai HO,Corporate,MGR116,Permanent,Recruitment Consultancy,50,7.9,93300,0.0145,4.2,0,4,0,0.05
EMP12842,2024-07-06,Accounts & Finance,Deputy Manager,5,Mumbai HO,Corporate,MGR022,Fixed Term Contract,Naukri / Job Portal,40,9.9,95100,0.0119,2.0,0,4,0,0.05
EMP12843,2020-11-28,Civil Execution,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR085,Permanent,Walk-in / Site Gate,41,5.9,72400,0.0905,4.1,0,4,0,0.2
EMP12844,2023-09-09,Planning & Coordination,Planning Engineer,4,Mumbai HO,Corporate,MGR083,Permanent,Naukri / Job Portal,30,8.4,59300,-0.0712,3.2,0,4,0,0.05
EMP12845,2024-10-05,MEP,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR102,Permanent,Campus Hiring,36,4.8,53900,-0.178,5.3,0,4,0,0.15
EMP12846,2024-03-02,Design & Engineering,Deputy Manager,5,Ahmedabad Water Works,Water,MGR102,Permanent,Employee Referral,33,7.0,78300,-0.1401,8.4,0,4,1,0.65
EMP12847,2025-05-24,Stores & Logistics,Site Helper,1,Nagpur Expressway Pkg-4,Highway,MGR003,Fixed Term Contract,Employee Referral,19,4.7,16500,-0.0534,4.5,1,1,1,0.85
EMP12848,2026-05-16,HR & Admin,HR Executive,3,Ahmedabad Water Works,Water,MGR112,Fixed Term Contract,Employee Referral,25,6.5,39400,0.0153,4.3,1,2,1,0.65
EMP12849,2024-04-06,Civil Execution,Site Helper,1,JNPA WOLP,Port Infrastructure,MGR019,Fixed Term Contract,Walk-in / Site Gate,23,3.3,19600,0.1426,49.8,0,1,0,0.55
EMP12850,2023-07-22,HR & Admin,HR Executive,3,Pune Metro Reach-3,Metro,MGR040,Fixed Term Contract,Employee Referral,23,4.7,36400,-0.0429,17.3,0,2,1,0.25
EMP12851,2023-08-19,Business Support Services,Accounts Officer,3,Pune Metro Reach-3,Metro,MGR001,Fixed Term Contract,Campus Hiring,40,4.9,38500,-0.0172,3.1,0,2,1,0.25
EMP12852,2025-06-14,Civil Execution,Supervisor,2,JNPA WOLP,Port Infrastructure,MGR107,Permanent,Naukri / Job Portal,26,3.1,30300,0.0074,4.6,1,2,0,0.55
EMP12853,2021-04-11,Design & Engineering,Design Engineer,4,Pune Metro Reach-3,Metro,MGR007,Fixed Term Contract,Recruitment Consultancy,33,5.0,65000,0.022,5.7,0,4,1,0.25
EMP12854,2024-08-17,Business Support Services,Accounts Officer,3,JNPA WOLP,Port Infrastructure,MGR008,Fixed Term Contract,Labour Contractor,21,5.3,40600,0.0317,1.8,1,2,0,0.55
EMP12855,2023-07-01,MEP,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR023,Permanent,Internal Transfer,27,5.8,64100,-0.0334,7.3,0,4,1,0.15
EMP12856,2021-01-16,HR & Admin,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR111,Retainer,Employee Referral,44,8.4,90300,-0.0234,8.4,0,4,0,0.15
EMP12857,2025-05-24,EHS,Safety Officer,3,JNPA WOLP,Port Infrastructure,MGR070,Fixed Term Contract,Recruitment Consultancy,30,3.4,43800,0.0791,0.7,1,3,1,0.55
EMP12858,2022-11-17,Design & Engineering,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR046,Permanent,Walk-in / Site Gate,26,5.5,78500,0.1877,44.3,0,4,0,0.15
EMP12859,2022-01-13,EHS,Safety Officer,3,Mantralaya Redevelopment,Government Building,MGR055,Permanent,Labour Contractor,19,3.6,34700,-0.1471,3.3,0,3,0,0.15
EMP12860,2025-08-30,MEP,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR011,Permanent,Naukri / Job Portal,39,5.3,69000,0.0464,17.2,0,4,1,0.2
EMP12861,2021-03-17,Procurement,Procurement Executive,3,Pune Metro Reach-3,Metro,MGR107,Permanent,Naukri / Job Portal,26,3.5,39100,-0.1661,29.6,0,3,1,0.25
EMP12862,2024-07-27,Stores & Logistics,Supervisor,2,Ahmedabad Water Works,Water,MGR060,Fixed Term Contract,Naukri / Job Portal,35,2.7,33000,0.1022,6.5,1,2,0,0.65
EMP12863,2022-08-29,MEP,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR044,Fixed Term Contract,Recruitment Consultancy,49,6.8,87000,-0.0424,11.3,0,4,1,0.25
EMP12864,2024-07-06,Civil Execution,Project Manager,6,Mantralaya Redevelopment,Government Building,MGR026,Permanent,Employee Referral,40,8.4,131200,-0.0689,23.1,0,5,1,0.15
EMP12865,2025-02-22,Planning & Coordination,Planning Engineer,4,Ahmedabad Water Works,Water,MGR076,Permanent,Naukri / Job Portal,33,6.1,55200,-0.1132,2.9,1,4,0,0.65
EMP12866,2025-01-25,Business Support Services,Accounts Officer,3,Ahmedabad Water Works,Water,MGR003,Apprentice / Trainee,Recruitment Consultancy,41,3.3,39200,0.0191,0.7,1,2,1,0.65
EMP12867,2021-02-03,Civil Execution,Supervisor,2,Mantralaya Redevelopment,Government Building,MGR075,Fixed Term Contract,Campus Hiring,26,2.3,28600,-0.0403,13.6,0,2,1,0.15
EMP12868,2019-09-04,Stores & Logistics,Supervisor,2,Ahmedabad Water Works,Water,MGR009,Fixed Term Contract,Naukri / Job Portal,23,2.1,37300,0.2546,1.2,1,2,0,0.65
EMP12869,2022-10-08,Stores & Logistics,Supervisor,2,JNPA WOLP,Port Infrastructure,MGR090,Fixed Term Contract,Labour Contractor,28,2.1,32100,0.0797,4.2,1,2,0,0.55
EMP12870,2023-05-27,EHS,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR018,Permanent,Employee Referral,42,6.2,91300,0.0116,0.9,1,4,1,0.85
EMP12871,2023-05-20,Civil Execution,Site Engineer,3,Nagpur Expressway Pkg-4,Highway,MGR080,Permanent,Campus Hiring,26,5.8,42800,-0.024,8.9,1,3,1,0.85
EMP12872,2023-10-28,Civil Execution,Project Manager,6,Nagpur Expressway Pkg-4,Highway,MGR030,Permanent,Internal Transfer,29,8.7,158500,0.1212,43.7,0,5,0,0.85
EMP12873,2024-09-28,EHS,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR026,Permanent,Recruitment Consultancy,44,8.8,98000,0.0552,7.2,0,4,0,0.25
EMP12874,2025-11-15,Accounts & Finance,Accounts Officer,3,Mumbai HO,Corporate,MGR101,Permanent,Naukri / Job Portal,34,5.3,38500,-0.0217,16.7,0,2,1,0.05
EMP12875,2026-07-25,Business Support Services,Procurement Executive,3,Delhi NCR Logistics Hub,Industrial,MGR007,Fixed Term Contract,Walk-in / Site Gate,30,6.6,39700,-0.1825,1.0,1,3,0,0.45
EMP12876,2022-12-14,MEP,Deputy Manager,5,Ahmedabad Water Works,Water,MGR001,Permanent,Naukri / Job Portal,44,6.3,112300,0.2429,12.1,1,4,1,0.65
EMP12877,2026-07-25,Planning & Coordination,Senior Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR060,Fixed Term Contract,Naukri / Job Portal,48,5.8,66800,0.0073,2.9,1,4,0,0.85
EMP12878,2023-04-22,Procurement,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR041,Permanent,Naukri / Job Portal,46,6.7,84700,-0.0667,30.1,0,4,0,0.15
EMP12879,2026-03-07,MEP,Site Engineer,3,Nagpur Expressway Pkg-4,Highway,MGR078,Apprentice / Trainee,Recruitment Consultancy,31,4.9,38800,-0.1062,9.9,0,3,1,0.85
EMP12880,2024-12-28,Business Support Services,Procurement Executive,3,Bengaluru Tech Park,Commercial,MGR102,Fixed Term Contract,Employee Referral,37,9.2,47300,-0.0534,13.7,0,3,1,0.2
EMP12881,2025-06-28,Quality Assurance & Control,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR034,Apprentice / Trainee,Internal Transfer,44,6.6,75100,-0.1716,4.8,1,4,1,0.85
EMP12882,2019-02-23,Civil Execution,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR050,Fixed Term Contract,Recruitment Consultancy,39,6.0,77500,0.166,29.4,0,4,1,0.2
EMP12883,2023-11-04,HR & Admin,HR Executive,3,Bengaluru Tech Park,Commercial,MGR088,Permanent,Employee Referral,42,4.5,40400,0.0647,16.1,0,2,1,0.2
EMP12884,2025-02-08,Stores & Logistics,Site Helper,1,JNPA WOLP,Port Infrastructure,MGR001,Permanent,Labour Contractor,23,1.8,16800,-0.0033,38.9,0,1,0,0.55
EMP12885,2019-06-08,Design & Engineering,Senior Engineer,4,JNPA WOLP,Port Infrastructure,MGR045,Apprentice / Trainee,Internal Transfer,31,7.7,71300,0.0527,6.3,1,4,1,0.55
EMP12886,2025-10-04,Business Support Services,Accounts Officer,3,Bengaluru Tech Park,Commercial,MGR012,Fixed Term Contract,Naukri / Job Portal,24,3.7,37300,-0.0347,2.5,0,2,0,0.2
EMP12887,2023-02-13,Quality Assurance & Control,Junior Engineer,2,Bengaluru Tech Park,Commercial,MGR120,Fixed Term Contract,Walk-in / Site Gate,32,2.3,25600,-0.0418,9.8,0,2,0,0.2
EMP12888,2021-12-02,Design & Engineering,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR037,Fixed Term Contract,Naukri / Job Portal,32,6.1,80900,-0.1026,20.0,0,4,0,0.15
EMP12889,2024-04-27,Business Support Services,HR Executive,3,Mantralaya Redevelopment,Government Building,MGR115,Fixed Term Contract,Campus Hiring,38,4.6,31400,-0.1734,9.3,0,2,0,0.15
EMP12890,2024-02-24,Stores & Logistics,Site Helper,1,Delhi NCR Logistics Hub,Industrial,MGR070,Fixed Term Contract,Labour Contractor,30,0.2,21200,0.2818,6.6,0,1,0,0.45
EMP12891,2026-01-17,Planning & Coordination,Planning Engineer,4,Delhi NCR Logistics Hub,Industrial,MGR060,Apprentice / Trainee,Naukri / Job Portal,46,5.2,61300,-0.0052,1.9,1,4,1,0.45
EMP12892,2025-06-28,MEP,Site Engineer,3,Nagpur Expressway Pkg-4,Highway,MGR093,Permanent,Recruitment Consultancy,21,5.2,49800,0.1433,13.2,0,3,0,0.85
EMP12893,2023-06-03,Design & Engineering,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR113,Permanent,Recruitment Consultancy,43,6.3,76000,-0.1588,23.7,0,4,0,0.15
EMP12894,2026-03-28,Procurement,Procurement Executive,3,Delhi NCR Logistics Hub,Industrial,MGR048,Permanent,Labour Contractor,29,5.3,45200,-0.0556,31.1,0,3,0,0.45
EMP12895,2025-10-11,Civil Execution,Project Manager,6,Ahmedabad Water Works,Water,MGR117,Permanent,Recruitment Consultancy,42,10.2,164700,0.1464,3.3,1,5,1,0.65
EMP12896,2025-12-13,Civil Execution,Construction Manager,5,Nagpur Expressway Pkg-4,Highway,MGR039,Permanent,Recruitment Consultancy,30,7.4,110600,0.0581,7.8,1,5,0,0.85
EMP12897,2024-04-27,Civil Execution,Site Helper,1,Delhi NCR Logistics Hub,Industrial,MGR081,Fixed Term Contract,Labour Contractor,19,4.7,16200,-0.0706,14.2,0,1,0,0.45
EMP12898,2021-09-13,Design & Engineering,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR020,Permanent,Employee Referral,37,10.3,117900,0.2492,10.7,0,4,0,0.2
EMP12899,2024-11-30,Civil Execution,Construction Manager,5,JNPA WOLP,Port Infrastructure,MGR057,Permanent,Naukri / Job Portal,38,7.0,109500,0.0522,40.9,0,5,1,0.55
EMP12900,2022-03-24,Civil Execution,Site Engineer,3,Mantralaya Redevelopment,Government Building,MGR022,Permanent,Labour Contractor,34,4.3,46800,0.0855,5.0,0,3,0,0.15
EMP12901,2019-03-03,HR & Admin,HR Executive,3,Ahmedabad Water Works,Water,MGR101,Fixed Term Contract,Employee Referral,37,3.2,24800,-0.3366,6.4,1,2,1,0.65
EMP12902,2025-07-05,Civil Execution,Project Manager,6,Pune Metro Reach-3,Metro,MGR064,Fixed Term Contract,Employee Referral,34,9.8,150900,0.0549,23.6,0,5,1,0.25
EMP12903,2021-08-22,Business Support Services,HR Executive,3,Mumbai HO,Corporate,MGR047,Apprentice / Trainee,Walk-in / Site Gate,25,4.1,40500,0.0722,31.7,0,2,0,0.05
EMP12904,2021-12-15,Business Support Services,HR Executive,3,Mumbai HO,Corporate,MGR059,Fixed Term Contract,Recruitment Consultancy,25,6.4,44200,0.1402,21.8,0,2,1,0.05
EMP12905,2022-01-09,Civil Execution,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR039,Fixed Term Contract,Employee Referral,31,4.8,47400,-0.2771,10.7,0,4,1,0.2
EMP12906,2019-09-27,MEP,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR058,Permanent,Naukri / Job Portal,34,5.5,47000,-0.2889,8.9,0,4,0,0.2
EMP12907,2023-08-12,Business Support Services,Procurement Executive,3,Nagpur Expressway Pkg-4,Highway,MGR108,Fixed Term Contract,Recruitment Consultancy,40,3.1,56800,0.217,2.1,1,3,1,0.85
EMP12908,2024-01-20,Accounts & Finance,Deputy Manager,5,Mumbai HO,Corporate,MGR056,Retainer,Naukri / Job Portal,35,7.5,98500,0.0758,15.3,0,4,1,0.05
EMP12909,2020-11-23,Accounts & Finance,Accounts Officer,3,Mumbai HO,Corporate,MGR059,Permanent,Internal Transfer,23,5.1,38800,-0.0118,12.3,0,2,1,0.05
EMP12910,2025-11-08,Stores & Logistics,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR107,Permanent,Recruitment Consultancy,46,6.9,89300,-0.0182,8.4,0,4,0,0.55
EMP12911,2025-01-18,Design & Engineering,Design Engineer,4,JNPA WOLP,Port Infrastructure,MGR032,Permanent,Naukri / Job Portal,34,5.9,74600,0.1611,6.7,1,4,1,0.55
EMP12912,2026-03-14,Planning & Coordination,Planning Engineer,4,Ahmedabad Water Works,Water,MGR120,Permanent,Naukri / Job Portal,32,5.4,51700,-0.1629,47.4,0,4,1,0.65
EMP12913,2024-11-16,Stores & Logistics,Site Helper,1,Pune Metro Reach-3,Metro,MGR002,Fixed Term Contract,Walk-in / Site Gate,31,1.4,14300,-0.1477,12.4,0,1,0,0.25
EMP12914,2024-03-16,EHS,Safety Officer,3,JNPA WOLP,Port Infrastructure,MGR101,Apprentice / Trainee,Naukri / Job Portal,26,4.8,41100,-0.0035,6.2,1,3,0,0.55
EMP12915,2025-02-01,Quality Assurance & Control,QA/QC Engineer,3,Bengaluru Tech Park,Commercial,MGR005,Permanent,Campus Hiring,39,4.5,41600,-0.103,5.2,0,3,0,0.2
EMP12916,2025-03-01,Procurement,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR056,Permanent,Naukri / Job Portal,28,7.0,80100,-0.1203,3.1,0,4,0,0.15
EMP12917,2024-02-10,Stores & Logistics,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR113,Fixed Term Contract,Recruitment Consultancy,41,6.6,98600,0.0877,10.0,0,4,1,0.2
EMP12918,2020-01-19,EHS,Supervisor,2,Ahmedabad Water Works,Water,MGR110,Permanent,Employee Referral,26,2.8,29500,-0.0158,1.4,1,2,1,0.65
EMP12919,2025-11-15,Civil Execution,Junior Engineer,2,Bengaluru Tech Park,Commercial,MGR037,Fixed Term Contract,Walk-in / Site Gate,27,6.1,23800,-0.1471,12.7,0,2,0,0.2
EMP12920,2025-08-23,Quality Assurance & Control,QA/QC Engineer,3,Bengaluru Tech Park,Commercial,MGR058,Permanent,Employee Referral,36,3.5,50200,0.0949,37.7,0,3,1,0.2
EMP12921,2025-12-06,Planning & Coordination,Senior Engineer,4,Mumbai HO,Corporate,MGR079,Permanent,Labour Contractor,30,6.2,65400,-0.0182,4.6,0,4,0,0.05
EMP12922,2022-01-26,Business Support Services,Accounts Officer,3,Mantralaya Redevelopment,Government Building,MGR087,Permanent,Naukri / Job Portal,34,3.5,32400,-0.1596,2.4,0,2,0,0.15
EMP12923,2026-03-21,MEP,Site Engineer,3,Nagpur Expressway Pkg-4,Highway,MGR003,Permanent,Recruitment Consultancy,29,4.9,37200,-0.1431,38.0,0,3,0,0.85
EMP12924,2024-04-06,Civil Execution,Site Helper,1,Ahmedabad Water Works,Water,MGR031,Fixed Term Contract,Labour Contractor,21,3.0,16900,-0.0113,19.0,0,1,1,0.65
EMP12925,2026-06-13,Planning & Coordination,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR113,Permanent,Employee Referral,34,9.5,93400,-0.0019,16.2,0,4,1,0.25
EMP12926,2026-06-06,Planning & Coordination,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR035,Permanent,Employee Referral,41,5.1,67000,0.0183,5.0,0,4,1,0.15
EMP12927,2024-05-11,Civil Execution,Site Engineer,3,Ahmedabad Water Works,Water,MGR110,Permanent,Naukri / Job Portal,36,3.3,41800,-0.0193,3.5,0,3,1,0.65
EMP12928,2025-12-27,Civil Execution,Site Helper,1,Bengaluru Tech Park,Commercial,MGR072,Fixed Term Contract,Labour Contractor,30,0.9,15800,-0.0527,2.2,0,1,0,0.2
EMP12929,2025-10-18,HR & Admin,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR083,Apprentice / Trainee,Internal Transfer,33,7.7,109400,0.1922,6.7,0,4,1,0.2
EMP12930,2021-05-03,Quality Assurance & Control,Junior Engineer,2,Delhi NCR Logistics Hub,Industrial,MGR022,Fixed Term Contract,Naukri / Job Portal,22,2.7,28200,0.0506,2.9,1,2,1,0.45
EMP12931,2021-01-28,EHS,Safety Officer,3,Nagpur Expressway Pkg-4,Highway,MGR061,Permanent,Recruitment Consultancy,31,4.4,40600,-0.0112,6.5,0,3,1,0.85
EMP12932,2026-04-18,Civil Execution,Supervisor,2,Delhi NCR Logistics Hub,Industrial,MGR016,Permanent,Recruitment Consultancy,32,3.5,28600,-0.0535,15.6,0,2,1,0.45
EMP12933,2021-06-03,Procurement,Procurement Executive,3,Nagpur Expressway Pkg-4,Highway,MGR032,Permanent,Recruitment Consultancy,36,4.6,43000,-0.0944,14.7,1,3,0,0.85
EMP12934,2024-11-02,Civil Execution,Site Helper,1,Mumbai HO,Corporate,MGR097,Fixed Term Contract,Labour Contractor,20,2.8,18000,0.0554,2.4,0,1,0,0.05
EMP12935,2023-05-06,Stores & Logistics,Supervisor,2,Pune Metro Reach-3,Metro,MGR104,Fixed Term Contract,Labour Contractor,33,1.8,32000,0.0801,17.8,0,2,0,0.25
EMP12936,2024-04-20,MEP,Site Engineer,3,Delhi NCR Logistics Hub,Industrial,MGR027,Permanent,Naukri / Job Portal,37,5.1,37100,-0.1473,32.1,0,3,1,0.45
EMP12937,2019-06-10,MEP,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR116,Retainer,Recruitment Consultancy,32,6.4,93600,0.0348,6.1,1,4,1,0.85
EMP12938,2022-01-18,Business Support Services,Accounts Officer,3,JNPA WOLP,Port Infrastructure,MGR010,Apprentice / Trainee,Labour Contractor,32,3.3,38900,0.0113,26.7,0,2,0,0.55
EMP12939,2020-02-21,Accounts & Finance,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR100,Apprentice / Trainee,Naukri / Job Portal,40,10.3,105500,0.1178,14.8,0,4,0,0.2
EMP12940,2022-11-15,Accounts & Finance,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR112,Permanent,Employee Referral,44,7.2,61600,-0.325,25.2,0,4,0,0.85
EMP12941,2026-05-23,Planning & Coordination,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR077,Permanent,Recruitment Consultancy,42,9.4,81300,-0.1303,25.9,0,4,0,0.55
EMP12942,2022-03-30,EHS,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR084,Fixed Term Contract,Internal Transfer,31,7.6,84900,-0.0738,8.5,0,4,1,0.2
EMP12943,2025-10-18,MEP,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR064,Permanent,Walk-in / Site Gate,26,5.4,29500,0.0656,2.6,1,2,0,0.55
EMP12944,2025-07-26,MEP,Site Engineer,3,Mantralaya Redevelopment,Government Building,MGR021,Permanent,Employee Referral,35,5.4,43600,-0.0013,11.3,0,3,1,0.15
EMP12945,2023-10-14,HR & Admin,HR Executive,3,Mumbai HO,Corporate,MGR029,Fixed Term Contract,Labour Contractor,30,4.0,46500,0.2325,4.6,0,2,1,0.05
EMP12946,2025-07-19,HR & Admin,HR Executive,3,Mumbai HO,Corporate,MGR050,Permanent,Recruitment Consultancy,38,5.1,46000,0.2041,15.6,0,2,1,0.05
EMP12947,2025-12-27,Quality Assurance & Control,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR059,Permanent,Naukri / Job Portal,37,7.3,82200,-0.1002,22.1,0,4,1,0.15
EMP12948,2023-07-15,EHS,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR013,Fixed Term Contract,Recruitment Consultancy,30,6.4,80200,-0.1133,17.8,0,4,1,0.2
EMP12949,2024-12-07,EHS,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR022,Apprentice / Trainee,Employee Referral,31,6.8,88700,-0.0237,8.3,0,4,0,0.45
EMP12950,2019-12-11,Accounts & Finance,Accounts Officer,3,Mumbai HO,Corporate,MGR092,Permanent,Recruitment Consultancy,37,4.1,38600,-0.0057,13.5,0,2,1,0.05
EMP12951,2026-07-04,Accounts & Finance,Accounts Officer,3,Bengaluru Tech Park,Commercial,MGR119,Permanent,Naukri / Job Portal,23,3.5,33100,-0.1415,17.9,0,2,0,0.2
EMP12952,2023-07-22,Planning & Coordination,Planning Engineer,4,Ahmedabad Water Works,Water,MGR008,Apprentice / Trainee,Naukri / Job Portal,39,6.7,59200,-0.0553,12.9,0,4,1,0.65
EMP12953,2024-10-05,EHS,Supervisor,2,JNPA WOLP,Port Infrastructure,MGR030,Fixed Term Contract,Internal Transfer,19,2.2,30600,0.028,3.1,1,2,0,0.55
EMP12954,2024-09-21,Quality Assurance & Control,Junior Engineer,2,Pune Metro Reach-3,Metro,MGR037,Permanent,Naukri / Job Portal,32,2.7,25100,-0.0649,8.3,0,2,0,0.25
EMP12955,2024-06-29,EHS,Supervisor,2,Mumbai HO,Corporate,MGR002,Fixed Term Contract,Employee Referral,32,2.1,32500,0.0931,18.1,0,2,1,0.05
EMP12956,2024-11-16,Design & Engineering,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR075,Permanent,Naukri / Job Portal,30,7.2,68500,-0.2494,7.8,0,4,1,0.55
EMP12957,2024-09-21,Planning & Coordination,Senior Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR098,Fixed Term Contract,Walk-in / Site Gate,35,6.3,57500,-0.1378,7.5,0,4,0,0.85
EMP12958,2019-09-26,Civil Execution,Senior Engineer,4,JNPA WOLP,Port Infrastructure,MGR037,Fixed Term Contract,Naukri / Job Portal,28,5.6,72200,0.0912,2.1,1,4,0,0.55
EMP12959,2026-05-16,Procurement,Procurement Executive,3,JNPA WOLP,Port Infrastructure,MGR038,Permanent,Recruitment Consultancy,35,7.3,50000,0.0216,19.6,0,3,0,0.55
EMP12960,2023-09-23,Planning & Coordination,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR087,Permanent,Naukri / Job Portal,29,6.8,80100,-0.1184,17.2,0,4,1,0.55
EMP12961,2025-11-22,Business Support Services,HR Executive,3,Mumbai HO,Corporate,MGR099,Fixed Term Contract,Recruitment Consultancy,26,5.9,41500,0.0766,33.3,0,2,0,0.05
EMP12962,2021-10-22,Procurement,Procurement Executive,3,Mumbai HO,Corporate,MGR032,Fixed Term Contract,Naukri / Job Portal,41,4.0,33000,-0.3003,4.4,0,3,1,0.05
