EmployeeID,ExitDate,ExitType,ExitReason,TenureDaysAtExit
EMP12575,2026-07-20,Absconding,Wage Dispute,23
EMP12577,2025-01-08,Resignation,Career Growth,403
EMP12580,2025-07-19,Resignation,Career Growth,308
EMP12581,2024-06-15,Resignation,Salary,565
EMP12582,2024-10-24,Absconding,Wage Dispute,47
EMP12587,2025-01-17,Resignation,Career Growth,20
EMP12590,2024-08-21,Resignation,Work Conditions,256
EMP12591,2026-07-13,Resignation,Work Conditions,408
EMP12592,2025-06-05,Resignation,Manager Relationship,5
EMP12593,2023-05-28,Resignation,Manager Relationship,1252
EMP12595,2026-09-12,Resignation,Personal / Family,98
EMP12596,2025-04-13,Resignation,Relocation,2069
EMP12598,2026-08-13,Resignation,Salary,1006
EMP12599,2024-01-17,Resignation,Relocation,617
EMP12600,2026-02-03,Resignation,Salary,269
EMP12601,2024-11-07,Resignation,Work Conditions,145
EMP12603,2023-08-20,Resignation,Manager Relationship,312
EMP12604,2023-11-28,Termination,Performance,52
EMP12608,2025-11-15,Resignation,Relocation,434
EMP12612,2025-11-23,Resignation,Career Growth,29
EMP12613,2025-11-22,Resignation,Salary,903
EMP12614,2026-07-07,Resignation,Career Growth,1231
EMP12617,2024-12-18,Resignation,Salary,711
EMP12618,2023-07-02,Resignation,Career Growth,1430
EMP12619,2026-07-25,Absconding,Wage Dispute,7
EMP12626,2023-06-15,Resignation,Personal / Family,1014
EMP12627,2023-11-23,Resignation,Work Conditions,5
EMP12628,2025-03-05,Resignation,Better Offer,319
EMP12629,2026-03-31,Resignation,Personal / Family,1234
EMP12631,2026-01-31,Resignation,Career Growth,1871
EMP12633,2024-04-25,Resignation,Personal / Family,208
EMP12634,2025-03-16,Resignation,Better Offer,246
EMP12635,2024-12-22,Resignation,Salary,274
EMP12636,2023-07-07,Resignation,Career Growth,1380
EMP12637,2023-11-27,End of Contract,Project Demobilisation,1436
EMP12638,2024-08-05,Resignation,Relocation,30
EMP12639,2025-01-29,End of Contract,Contract Not Renewed,1470
EMP12641,2023-10-09,Resignation,Career Growth,883
EMP12642,2024-04-05,Resignation,Personal / Family,342
EMP12644,2023-12-28,Resignation,Personal / Family,992
EMP12645,2026-08-24,Resignation,Relocation,16
EMP12646,2024-11-11,Resignation,Better Offer,429
EMP12647,2023-08-13,Resignation,Work Conditions,714
EMP12648,2023-08-06,Resignation,Manager Relationship,774
EMP12649,2025-10-21,Resignation,Salary,374
EMP12650,2024-10-13,Absconding,No Intimation,15
EMP12653,2026-05-27,Resignation,Relocation,1763
EMP12654,2023-07-07,Resignation,Relocation,430
EMP12655,2025-03-10,Resignation,Better Offer,969
EMP12657,2024-02-25,Resignation,Career Growth,1047
EMP12660,2026-04-09,Resignation,Salary,495
EMP12661,2024-08-15,Absconding,Site Conditions,5
EMP12663,2024-11-01,End of Contract,Contract Not Renewed,62
EMP12664,2024-01-07,Resignation,Work Conditions,239
EMP12665,2026-02-27,Resignation,Work Conditions,937
EMP12669,2026-03-16,Absconding,Wage Dispute,16
EMP12671,2026-03-07,Resignation,Salary,336
EMP12672,2023-05-13,Resignation,Career Growth,549
EMP12673,2023-08-12,Resignation,Manager Relationship,1430
EMP12674,2025-05-27,Resignation,Work Conditions,542
EMP12676,2024-09-12,Resignation,Manager Relationship,1065
EMP12677,2024-01-20,Resignation,Manager Relationship,1774
EMP12678,2025-03-05,Resignation,Career Growth,487
EMP12679,2024-11-29,Resignation,Manager Relationship,1378
EMP12682,2024-01-03,Resignation,Personal / Family,402
EMP12683,2023-06-25,Resignation,Salary,1467
EMP12684,2024-01-04,Resignation,Better Offer,1183
EMP12686,2023-11-30,Resignation,Better Offer,807
EMP12687,2025-12-25,Resignation,Relocation,1950
EMP12688,2024-12-13,Resignation,Work Conditions,272
EMP12689,2024-10-24,Resignation,Salary,110
EMP12690,2026-08-24,Resignation,Relocation,261
EMP12695,2025-05-17,Resignation,Manager Relationship,266
EMP12696,2025-11-04,Termination,Disciplinary,717
EMP12698,2024-09-21,End of Contract,Contract Not Renewed,1009
EMP12699,2026-01-30,Resignation,Personal / Family,153
EMP12700,2025-02-02,Resignation,Work Conditions,512
EMP12701,2026-07-28,Resignation,Salary,416
EMP12702,2025-03-04,Resignation,Career Growth,1383
EMP12704,2026-02-22,Absconding,No Intimation,1
EMP12707,2023-08-02,Resignation,Personal / Family,1592
EMP12708,2025-12-27,Resignation,Relocation,182
EMP12709,2023-11-02,Resignation,Manager Relationship,827
EMP12712,2026-01-25,Resignation,Better Offer,57
EMP12715,2023-12-08,Resignation,Career Growth,1376
EMP12719,2023-05-21,Absconding,No Intimation,29
EMP12720,2023-12-17,Resignation,Personal / Family,775
EMP12721,2024-02-19,Absconding,Site Conditions,9
EMP12728,2026-05-01,Resignation,Personal / Family,972
EMP12729,2024-11-03,Resignation,Manager Relationship,22
EMP12731,2025-12-05,Absconding,Wage Dispute,48
EMP12732,2025-08-30,Absconding,Site Conditions,14
EMP12734,2024-04-25,Resignation,Manager Relationship,1078
EMP12736,2024-07-07,Resignation,Manager Relationship,365
EMP12737,2024-01-21,Resignation,Better Offer,288
EMP12738,2023-12-11,Termination,Attendance,1698
EMP12739,2023-05-14,Resignation,Manager Relationship,807
EMP12740,2025-07-18,Resignation,Manager Relationship,496
EMP12741,2026-03-26,End of Contract,Project Demobilisation,2422
EMP12742,2026-08-30,Resignation,Salary,162
EMP12743,2025-03-11,Resignation,Manager Relationship,1088
EMP12744,2026-07-05,Resignation,Salary,561
EMP12747,2026-02-22,Resignation,Better Offer,1141
EMP12748,2023-09-10,Resignation,Career Growth,699
EMP12749,2026-01-01,Resignation,Relocation,2369
EMP12750,2026-03-12,Resignation,Personal / Family,971
EMP12751,2023-10-03,Resignation,Work Conditions,449
EMP12754,2024-09-05,Resignation,Salary,404
EMP12755,2026-04-13,Resignation,Career Growth,730
EMP12756,2025-03-01,Absconding,No Intimation,49
EMP12758,2023-07-31,Resignation,Manager Relationship,800
EMP12759,2024-03-20,Resignation,Manager Relationship,39
EMP12760,2023-04-28,Resignation,Salary,1385
EMP12761,2023-09-30,Resignation,Better Offer,63
EMP12762,2024-05-17,Termination,Attendance,1275
EMP12764,2024-01-08,Resignation,Better Offer,1755
EMP12765,2026-09-13,Resignation,Salary,386
EMP12766,2024-02-25,Resignation,Better Offer,1641
EMP12769,2024-05-31,Resignation,Better Offer,223
EMP12770,2024-08-28,Resignation,Salary,866
EMP12771,2023-08-24,Resignation,Manager Relationship,547
EMP12774,2026-07-02,Resignation,Manager Relationship,257
EMP12776,2024-08-03,Absconding,No Intimation,42
EMP12777,2023-11-20,Resignation,Salary,1397
EMP12779,2024-06-30,Resignation,Career Growth,36
EMP12780,2023-08-20,Resignation,Better Offer,765
EMP12782,2025-01-23,Resignation,Career Growth,33
EMP12783,2023-10-31,Absconding,Site Conditions,24
EMP12784,2025-03-29,Resignation,Work Conditions,595
EMP12787,2023-08-13,Resignation,Manager Relationship,1449
EMP12789,2026-07-09,Absconding,No Intimation,19
EMP12790,2026-01-13,Resignation,Salary,24
EMP12791,2026-02-18,Resignation,Career Growth,4
EMP12793,2023-04-10,Resignation,Relocation,9
EMP12794,2024-01-18,Absconding,Site Conditions,12
EMP12795,2023-05-25,Resignation,Salary,1216
EMP12796,2024-08-25,Resignation,Salary,281
EMP12798,2026-02-23,Resignation,Relocation,121
EMP12799,2023-05-15,Resignation,Personal / Family,1252
EMP12800,2025-10-24,Resignation,Salary,1896
EMP12803,2024-02-09,Resignation,Career Growth,1609
EMP12805,2023-10-20,Resignation,Better Offer,387
EMP12806,2025-03-03,Resignation,Better Offer,9
EMP12807,2025-05-19,Resignation,Career Growth,1161
EMP12808,2025-05-07,Resignation,Salary,165
EMP12809,2023-04-11,Resignation,Work Conditions,109
EMP12812,2023-06-21,Resignation,Manager Relationship,4
EMP12813,2024-03-03,Absconding,Site Conditions,43
EMP12814,2024-03-21,Absconding,Site Conditions,19
EMP12815,2026-02-25,Resignation,Relocation,2050
EMP12816,2024-05-19,Absconding,No Intimation,15
EMP12817,2023-11-27,Absconding,Wage Dispute,23
EMP12819,2023-09-06,Resignation,Relocation,32
EMP12820,2024-04-24,Absconding,Site Conditions,4
EMP12824,2025-12-19,Resignation,Manager Relationship,391
EMP12829,2024-01-10,Resignation,Relocation,207
EMP12830,2023-06-20,Resignation,Relocation,202
EMP12831,2024-09-24,Resignation,Work Conditions,542
EMP12832,2026-08-24,Resignation,Work Conditions,366
EMP12833,2025-06-16,Resignation,Career Growth,1694
EMP12838,2025-09-07,Resignation,Personal / Family,15
EMP12840,2024-01-13,Resignation,Personal / Family,764
EMP12841,2026-04-12,Resignation,Work Conditions,1079
EMP12842,2024-10-28,Resignation,Manager Relationship,114
EMP12843,2023-10-02,Resignation,Relocation,1038
EMP12845,2026-04-12,Resignation,Personal / Family,554
EMP12846,2024-03-25,Resignation,Better Offer,23
EMP12848,2026-06-08,Absconding,Wage Dispute,23
EMP12849,2024-08-29,Resignation,Better Offer,145
EMP12850,2023-08-29,Absconding,Wage Dispute,38
EMP12853,2026-04-12,Resignation,Career Growth,1827
EMP12854,2024-08-29,Resignation,Salary,12
EMP12857,2026-05-18,Resignation,Better Offer,359
EMP12859,2023-12-21,Resignation,Salary,707
EMP12863,2023-10-11,Resignation,Work Conditions,408
EMP12864,2026-07-04,Resignation,Salary,728
EMP12865,2025-09-06,Resignation,Relocation,196
EMP12866,2025-11-18,Termination,Performance,297
EMP12867,2024-02-10,Resignation,Relocation,1102
EMP12868,2023-05-21,Resignation,Career Growth,1355
EMP12869,2024-07-02,Resignation,Relocation,633
EMP12875,2026-08-25,Absconding,Site Conditions,31
EMP12876,2024-01-07,Resignation,Better Offer,389
EMP12878,2024-06-14,Resignation,Manager Relationship,419
EMP12879,2026-03-20,Resignation,Career Growth,13
EMP12880,2025-01-20,Resignation,Better Offer,23
EMP12882,2025-08-31,Resignation,Salary,2381
EMP12886,2025-10-04,Absconding,Site Conditions,0
EMP12887,2023-10-08,Resignation,Career Growth,237
EMP12888,2023-08-16,Resignation,Work Conditions,622
EMP12889,2025-03-24,Resignation,Relocation,331
EMP12890,2024-03-04,End of Contract,Contract Not Renewed,9
EMP12891,2026-09-10,Resignation,Career Growth,236
EMP12893,2025-04-13,Resignation,Better Offer,680
EMP12895,2026-08-06,Resignation,Relocation,299
EMP12896,2026-04-23,Resignation,Manager Relationship,131
EMP12897,2024-07-23,Resignation,Career Growth,87
EMP12900,2026-03-23,Resignation,Personal / Family,1460
EMP12901,2023-12-28,Resignation,Relocation,1761
EMP12902,2025-12-03,Resignation,Personal / Family,151
EMP12903,2023-12-19,Resignation,Work Conditions,849
EMP12904,2023-04-22,Resignation,Career Growth,493
EMP12905,2024-04-01,Resignation,Work Conditions,813
EMP12906,2024-01-30,Resignation,Salary,1586
EMP12907,2024-06-21,Resignation,Personal / Family,314
EMP12913,2025-03-28,Termination,Disciplinary,132
EMP12914,2026-02-17,Resignation,Salary,703
EMP12915,2025-12-31,Resignation,Better Offer,333
EMP12917,2024-02-21,Absconding,Site Conditions,11
EMP12919,2025-12-21,Absconding,Wage Dispute,36
EMP12922,2025-04-20,Termination,Performance,1180
EMP12924,2024-05-07,Resignation,Personal / Family,31
EMP12925,2026-07-16,Resignation,Personal / Family,33
EMP12927,2026-08-11,Resignation,Work Conditions,822
EMP12928,2026-01-28,Resignation,Better Offer,32
EMP12930,2025-12-21,Resignation,Manager Relationship,1693
EMP12932,2026-05-03,Resignation,Personal / Family,15
EMP12934,2024-11-19,Absconding,No Intimation,17
EMP12935,2023-05-13,Resignation,Career Growth,7
EMP12937,2023-12-29,Resignation,Better Offer,1663
EMP12938,2023-09-27,Resignation,Career Growth,617
EMP12939,2024-08-02,Resignation,Personal / Family,1624
EMP12942,2026-08-03,Resignation,Salary,1587
EMP12943,2025-10-21,Absconding,Wage Dispute,3
EMP12944,2026-08-15,Resignation,Personal / Family,385
EMP12945,2024-05-18,Resignation,Manager Relationship,217
EMP12948,2024-04-15,Resignation,Manager Relationship,275
EMP12953,2025-01-05,Resignation,Manager Relationship,92
EMP12955,2024-07-14,Resignation,Personal / Family,15
EMP12957,2024-11-16,Resignation,Salary,56
EMP12958,2024-04-22,Resignation,Salary,1670
EMP12959,2026-06-23,Resignation,Career Growth,38
EMP12962,2023-10-15,Resignation,Personal / Family,723
EMP12964,2023-10-21,Resignation,Relocation,1312
EMP12965,2025-08-07,Resignation,Relocation,852
EMP12967,2024-01-17,Resignation,Manager Relationship,11
EMP12969,2024-11-30,Resignation,Personal / Family,35
EMP12970,2024-05-06,Resignation,Personal / Family,543
EMP12972,2026-06-02,Resignation,Work Conditions,829
EMP12974,2024-10-25,Resignation,Career Growth,55
EMP12977,2024-02-14,End of Contract,Project Demobilisation,11
EMP12978,2023-05-21,Resignation,Career Growth,840
EMP12979,2026-05-11,End of Contract,Project Demobilisation,387
EMP12981,2023-07-16,Resignation,Career Growth,1008
EMP12983,2024-07-18,Resignation,Relocation,47
EMP12986,2023-11-15,Resignation,Personal / Family,371
EMP12987,2026-09-06,Resignation,Relocation,638
EMP12989,2024-11-21,Absconding,Wage Dispute,33
EMP12990,2026-09-06,End of Contract,Contract Not Renewed,225
EMP13001,2026-03-22,Resignation,Salary,2400
EMP13004,2025-09-16,Resignation,Work Conditions,1152
EMP13005,2024-04-15,Absconding,No Intimation,16
EMP13006,2026-01-04,Resignation,Work Conditions,666
EMP13007,2023-12-05,Resignation,Career Growth,621
EMP13010,2026-01-24,Resignation,Relocation,238
EMP13011,2023-09-16,Resignation,Relocation,328
EMP13015,2024-10-12,Resignation,Career Growth,1208
EMP13016,2026-08-07,Resignation,Work Conditions,27
EMP13017,2024-08-04,Resignation,Personal / Family,1
EMP13019,2025-07-15,Resignation,Better Offer,682
EMP13020,2024-05-06,Resignation,Work Conditions,1362
EMP13021,2025-01-11,Resignation,Personal / Family,21
EMP13023,2026-02-15,End of Contract,Project Demobilisation,22
EMP13026,2025-01-07,Resignation,Career Growth,171
EMP13027,2024-03-02,Resignation,Career Growth,488
EMP13028,2024-07-25,Resignation,Better Offer,33
EMP13029,2026-08-13,Resignation,Personal / Family,733
EMP13030,2023-09-23,Resignation,Relocation,802
EMP13031,2023-08-09,Resignation,Salary,344
EMP13032,2025-09-04,Resignation,Relocation,215
EMP13033,2025-07-21,Resignation,Career Growth,65
EMP13035,2026-05-01,Absconding,Site Conditions,13
EMP13036,2023-12-13,Resignation,Manager Relationship,1254
EMP13039,2026-04-22,Resignation,Manager Relationship,172
EMP13041,2025-09-08,Resignation,Work Conditions,338
EMP13042,2024-11-19,End of Contract,Contract Not Renewed,17
EMP13044,2023-12-04,Resignation,Career Growth,1363
EMP13045,2026-09-17,Resignation,Personal / Family,138
EMP13048,2024-12-07,Resignation,Better Offer,518
EMP13055,2023-05-10,Resignation,Better Offer,1023
EMP13056,2023-12-24,Resignation,Work Conditions,1449
EMP13060,2025-04-04,Resignation,Better Offer,349
EMP13062,2025-10-22,Resignation,Relocation,221
EMP13065,2023-09-02,Termination,Attendance,537
EMP13066,2024-08-17,Resignation,Relocation,1073
EMP13067,2025-09-08,Resignation,Manager Relationship,135
EMP13068,2024-06-16,Resignation,Manager Relationship,1225
EMP13070,2024-02-12,Resignation,Better Offer,412
EMP13073,2023-12-10,Resignation,Relocation,1610
EMP13074,2025-04-07,Absconding,No Intimation,2
EMP13078,2026-07-18,Resignation,Work Conditions,427
EMP13081,2025-11-24,Absconding,Site Conditions,16
EMP13082,2024-08-27,Resignation,Salary,325
EMP13083,2025-11-25,Resignation,Better Offer,731
EMP13084,2026-06-06,Resignation,Salary,672
EMP13085,2026-03-06,Absconding,No Intimation,6
EMP13089,2026-05-03,Resignation,Work Conditions,1653
EMP13090,2025-01-10,Absconding,Wage Dispute,13
EMP13092,2023-10-26,Resignation,Salary,26
EMP13093,2026-06-09,End of Contract,Project Demobilisation,31
EMP13094,2026-08-28,Resignation,Career Growth,153
EMP13095,2025-04-28,Resignation,Career Growth,913
EMP13098,2026-09-01,Termination,Performance,1712
EMP13106,2023-08-19,Resignation,Work Conditions,315
EMP13107,2025-04-04,Resignation,Manager Relationship,1605
EMP13109,2024-03-15,Resignation,Work Conditions,554
EMP13110,2024-05-27,Absconding,Wage Dispute,23
EMP13111,2023-10-02,Resignation,Personal / Family,16
EMP13115,2024-11-23,Resignation,Work Conditions,1843
EMP13116,2023-11-10,Resignation,Better Offer,1089
EMP13117,2023-12-19,Resignation,Salary,157
EMP13121,2023-07-23,Resignation,Better Offer,750
EMP13122,2024-04-19,Resignation,Better Offer,125
EMP13123,2025-02-05,Resignation,Better Offer,1086
EMP13125,2023-10-18,Resignation,Relocation,1256
EMP13126,2024-03-07,Resignation,Personal / Family,173
EMP13128,2026-03-07,Resignation,Personal / Family,980
EMP13132,2025-11-11,Resignation,Personal / Family,3
EMP13135,2023-05-06,Resignation,Salary,1408
EMP13140,2026-07-18,Resignation,Manager Relationship,21
EMP13141,2026-03-04,Resignation,Better Offer,410
EMP13142,2023-07-12,Resignation,Better Offer,1598
EMP13147,2026-05-18,Resignation,Better Offer,429
EMP13148,2023-11-12,Resignation,Work Conditions,519
EMP13149,2024-10-13,Resignation,Work Conditions,253
EMP13151,2026-02-22,Resignation,Personal / Family,204
EMP13152,2025-02-09,Resignation,Relocation,908
EMP13153,2024-02-23,Resignation,Salary,328
EMP13154,2025-11-29,Resignation,Relocation,273
EMP13155,2023-10-18,Resignation,Work Conditions,11
EMP13157,2026-02-10,Resignation,Better Offer,486
EMP13159,2023-12-20,Resignation,Work Conditions,242
EMP13161,2024-09-22,End of Contract,Project Demobilisation,43
EMP13163,2024-12-28,Resignation,Career Growth,203
EMP13167,2023-12-16,Resignation,Personal / Family,401
EMP13169,2024-10-05,Absconding,No Intimation,14
EMP13170,2024-01-09,Resignation,Salary,1293
EMP13171,2024-09-08,Resignation,Manager Relationship,22
EMP13172,2023-12-07,Resignation,Work Conditions,1352
EMP13173,2025-12-15,Resignation,Better Offer,2336
EMP13174,2023-10-22,Resignation,Career Growth,405
EMP13180,2025-06-12,Resignation,Career Growth,404
EMP13181,2025-04-09,Resignation,Career Growth,1796
EMP13182,2026-06-27,Resignation,Personal / Family,7
EMP13183,2025-11-23,Resignation,Work Conditions,890
EMP13186,2023-08-31,Resignation,Work Conditions,68
EMP13187,2024-09-03,Resignation,Work Conditions,395
EMP13188,2024-03-28,Resignation,Work Conditions,19
EMP13189,2024-04-21,Absconding,No Intimation,29
EMP13190,2024-01-17,Resignation,Relocation,18
EMP13191,2023-09-09,Resignation,Salary,1395
EMP13192,2024-04-11,Resignation,Salary,33
EMP13193,2026-07-27,Resignation,Manager Relationship,380
EMP13194,2024-01-18,Absconding,No Intimation,26
EMP13195,2026-09-11,Resignation,Relocation,160
EMP13197,2024-08-01,Absconding,Site Conditions,47
EMP13198,2025-03-01,Resignation,Work Conditions,441
EMP13199,2024-07-21,Resignation,Salary,197
